arxiv_id,title,authors,first_author,subjects,primary_subject,primary_category_code,submitted,journal_reference,pdf_url,abstract_raw,abstract_clean,tokens,abstract_word_count,abstract_sentence_count,token_count,unique_token_count,type_token_ratio,author_count,title_char_count
2604.02039,APITestGenie: Generating Web API Tests from Requirements and API Specifications with LLMs,"André Pereira, Bruno Lima, João Pascoal Faria",André Pereira,Computer Science > Software Engineering,Software Engineering (cs.SE),cs.SE,2 Apr 2026,unknown,https://arxiv.org/pdf/2604.02039,"Modern software systems rely heavily on Web APIs, yet creating meaningful and executable test scripts remains a largely manual, time-consuming, and error-prone task. In this paper, we present APITestGenie, a novel tool that leverages Large Language Models (LLMs), Retrieval-Augmented Generation (RAG), and prompt engineering to automatically generate API integration tests directly from business requirements and OpenAPI specifications. We evaluated APITestGenie on 10 real-world APIs, including 8 APIs comprising circa 1,000 live endpoints from an industrial partner in the automotive domain. The tool was able to generate syntactically and semantically valid test scripts for 89\% of the business requirements under test after at most three attempts. Notably, some generated tests revealed previously unknown defects in the APIs, including integration issues between endpoints. Statistical analysis identified API complexity and level of detail in business requirements as primary factors influencing success rates, with the level of detail in API documentation also affecting outcomes. Feedback from industry practitioners confirmed strong interest in adoption, substantially reducing the manual effort in writing acceptance tests, and improving the alignment between tests and business requirements.",modern software systems rely heavily web apis creating meaningful executable test scripts remains largely manual timeconsuming errorprone task paper present apitestgenie novel tool leverages large language models llms retrievalaugmented generation rag prompt engineering automatically generate api integration tests directly business requirements openapi specifications evaluated apitestgenie 10 realworld apis including 8 apis comprising circa 1000 live endpoints industrial partner automotive domain tool able generate syntactically semantically valid test scripts 89 business requirements test attempts notably generated tests revealed previously unknown defects apis including integration issues endpoints statistical analysis identified api complexity level detail business requirements primary factors influencing success rates level detail api documentation affecting outcomes feedback industry practitioners confirmed strong interest adoption substantially reducing manual effort writing acceptance tests improving alignment tests business requirements,modern software systems rely heavily web apis creating meaningful executable test scripts remains largely manual timeconsuming errorprone task paper present apitestgenie novel tool leverages large language models llms retrievalaugmented generation rag prompt engineering automatically generate api integration tests directly business requirements openapi specifications evaluated apitestgenie 10 realworld apis including 8 apis comprising circa 1000 live endpoints industrial partner automotive domain tool able generate syntactically semantically valid test scripts 89 business requirements test attempts notably generated tests revealed previously unknown defects apis including integration issues endpoints statistical analysis identified api complexity level detail business requirements primary factors influencing success rates level detail api documentation affecting outcomes feedback industry practitioners confirmed strong interest adoption substantially reducing manual effort writing acceptance tests improving alignment tests business requirements,177,7,124,98,0.7903,3,89
